J, Jp,  transition energy (au), line strength (au), the level inverse lifetime (au), transition energy (nm) ,linewidth (Hz)
9.0,9.0,0.11919467,0.08065,2.701e-11,382.0,177709.0
9.0,8.0,0.11970179,0.0349,1.029e-11,381.0,67702.0
9.0,8.0,0.12109921,0.04615,5.376e-12,376.0,35371.0
9.0,8.0,0.12198177,0.01424,9.774e-12,373.0,64307.0
9.0,8.0,0.12292266,0.02637,3.853e-11,371.0,253504.0
9.0,8.0,0.12324935,0.0002113,4.153e-12,370.0,27324.0
9.0,9.0,0.12353503,0.215,1.18e-11,369.0,77637.0
9.0,9.0,0.12373551,0.2581,1.573e-11,368.0,103494.0
9.0,8.0,0.12378608,0.06025,3.217e-11,368.0,211659.0
9.0,8.0,0.1243497,0.0007774,3.66e-11,366.0,240806.0
9.0,10.0,0.12854881,0.5573,3.833e-11,354.0,252188.0
9.0,9.0,0.12890101,0.05354,4.849e-12,353.0,31903.0
9.0,9.0,0.12947329,0.0001195,1.574e-12,352.0,10356.0
9.0,8.0,0.13244447,0.07118,1.688e-11,344.0,111060.0
9.0,8.0,0.13270372,0.08704,2.929e-11,343.0,192710.0
9.0,8.0,0.13361271,0.0225,5.362e-12,341.0,35279.0
9.0,8.0,0.13475908,0.1549,1.201e-11,338.0,79018.0
9.0,8.0,0.13687687,6.671e-5,6.772e-12,333.0,44556.0
9.0,8.0,0.13793166,0.1001,3.583e-11,330.0,235739.0
9.0,8.0,0.13956236,0.006095,7.812e-12,326.0,51398.0
9.0,8.0,0.14001253,0.01322,1.565e-11,325.0,102967.0
9.0,9.0,0.14204374,0.0002721,2.008e-12,321.0,13211.0
9.0,9.0,0.14238729,0.0009921,1.744e-12,320.0,11474.0
9.0,8.0,0.14419159,0.08051,1.251e-11,316.0,82308.0
9.0,8.0,0.15022463,0.0004571,1.923e-11,303.0,126522.0
9.0,8.0,0.15146987,0.0916,1.116e-11,301.0,73426.0
9.0,9.0,0.15248821,0.1467,1.528e-11,299.0,100533.0
9.0,8.0,0.15352204,0.0003243,1.871e-12,297.0,12310.0
9.0,10.0,0.15582754,0.1026,9.823e-12,292.0,64629.0
9.0,8.0,0.15672514,0.0005511,4.496e-11,291.0,295809.0
9.0,8.0,0.15763367,0.05464,7.412e-12,289.0,48766.0
9.0,9.0,0.15908668,0.1029,1.171e-11,286.0,77045.0
9.0,10.0,0.15935004,0.1852,2.059e-11,286.0,135470.0
9.0,9.0,0.15974371,0.2565,3.151e-11,285.0,207316.0
9.0,8.0,0.16073516,0.195,2.699e-11,283.0,177578.0
9.0,10.0,0.1608067,0.1896,2.407e-11,283.0,158366.0
9.0,9.0,0.16128602,0.3351,4.248e-11,282.0,279492.0
9.0,8.0,0.16251395,0.0007358,2.48e-12,280.0,16317.0
9.0,9.0,0.16289896,0.111,1.434e-11,280.0,94348.0
9.0,8.0,0.16388359,0.0213,4.31e-12,278.0,28357.0
9.0,10.0,0.16451464,0.106,1.569e-11,277.0,103231.0
9.0,8.0,0.16461943,0.01014,3.335e-12,277.0,21942.0
9.0,9.0,0.16546737,0.4276,5.467e-11,275.0,359695.0
9.0,10.0,0.16551202,0.1546,1.98e-11,275.0,130272.0
9.0,9.0,0.16591707,0.1802,3.124e-11,275.0,205540.0
9.0,8.0,0.16618316,0.01166,6.227e-12,274.0,40970.0
9.0,10.0,0.16628796,0.2749,3.347e-11,274.0,220212.0
9.0,8.0,0.16701287,0.05383,2.161e-11,273.0,142181.0
9.0,9.0,0.16714637,0.2601,4.107e-11,273.0,270215.0
9.0,10.0,0.16745484,0.1245,2.199e-11,272.0,144681.0
9.0,9.0,0.16763025,1.012e-5,1.244e-11,272.0,81848.0
9.0,8.0,0.16785853,0.3461,5.69e-11,271.0,374367.0
9.0,8.0,0.16865816,0.0005772,2.658e-12,270.0,17488.0
9.0,9.0,0.16947147,0.0001266,4.412e-11,269.0,290282.0
9.0,9.0,0.16959175,0.01704,9.483e-12,269.0,62392.0
9.0,8.0,0.16990477,0.01658,1.141e-11,268.0,75071.0
9.0,8.0,0.1702793,0.0376,1.315e-11,268.0,86519.0
9.0,10.0,0.17032487,0.008923,2.642e-12,267.0,17383.0
9.0,9.0,0.1704611,0.005899,2.158e-11,267.0,141983.0
9.0,10.0,0.17086115,0.07373,1.781e-11,267.0,117179.0
9.0,8.0,0.17114227,0.1125,2.464e-11,266.0,162116.0
9.0,8.0,0.17153184,0.03149,1.043e-11,266.0,68623.0
9.0,10.0,0.1716945,0.3515,4.538e-11,265.0,298573.0
9.0,9.0,0.17170634,0.1712,2.934e-11,265.0,193039.0
9.0,10.0,0.17190227,2.008,2.687e-10,265.0,1.767881e6
9.0,10.0,0.17220253,0.00756,7.217e-12,265.0,47483.0
9.0,8.0,0.17244675,0.04089,8.487e-12,264.0,55839.0
9.0,9.0,0.17254516,0.3006,4.655e-11,264.0,306270.0
9.0,9.0,0.17286775,0.1204,2.047e-11,264.0,134680.0
9.0,8.0,0.17304682,0.2395,4.377e-11,263.0,287980.0
9.0,10.0,0.1735635,1.237,1.644e-10,262.0,1.081651e6
9.0,8.0,0.17371842,0.02096,4.62e-12,262.0,30397.0
9.0,9.0,0.17388655,0.003677,5.628e-12,262.0,37029.0
9.0,9.0,0.17396401,0.1042,1.938e-11,262.0,127508.0
9.0,8.0,0.17460417,0.04398,1.023e-11,261.0,67307.0
9.0,10.0,0.17475271,0.002244,5.515e-12,261.0,36285.0
9.0,9.0,0.17503565,0.3977,6.537e-11,260.0,430094.0
9.0,8.0,0.17505342,0.001415,9.134e-13,260.0,6010.0
9.0,10.0,0.17538512,0.06664,1.303e-11,260.0,85729.0
9.0,8.0,0.17562114,0.007211,8.407e-12,259.0,55313.0
9.0,9.0,0.17581615,0.006114,3.443e-12,259.0,22653.0
9.0,10.0,0.17590546,0.2314,4.915e-11,259.0,323377.0
9.0,9.0,0.17604169,0.0624,2.719e-11,259.0,178893.0
9.0,8.0,0.1761351,0.1126,3.083e-11,259.0,202842.0
9.0,10.0,0.17616152,0.1764,2.76e-11,259.0,181591.0
9.0,9.0,0.17652421,0.2827,5.564e-11,258.0,366077.0
9.0,10.0,0.17703953,1.058e-5,6.611e-12,257.0,43496.0
9.0,8.0,0.17707552,0.00131,3.395e-12,257.0,22337.0
9.0,9.0,0.17724866,0.1212,2.446e-11,257.0,160932.0
9.0,8.0,0.17755075,0.1913,4.218e-11,257.0,277518.0
9.0,10.0,0.17757763,3.459e-5,2.602e-11,257.0,171196.0
9.0,9.0,0.17762137,0.3437,5.509e-11,256.0,362458.0
9.0,9.0,0.17789202,0.08652,1.552e-11,256.0,102112.0
9.0,8.0,0.17800638,0.1175,2.666e-11,256.0,175406.0
9.0,10.0,0.1780647,0.02961,6.274e-11,256.0,412791.0
9.0,10.0,0.1782105,0.01018,6.807e-12,256.0,44786.0
9.0,8.0,0.17851304,0.0005707,2.878e-12,255.0,18935.0
9.0,9.0,0.17864108,0.09233,4.891e-11,255.0,321798.0
9.0,8.0,0.1787281,0.02691,1.408e-11,255.0,92638.0
9.0,9.0,0.17916551,0.07282,3.722e-11,254.0,244885.0
9.0,8.0,0.17917234,0.0009257,2.698e-11,254.0,177512.0
9.0,10.0,0.17940563,0.2009,6.78e-11,254.0,446082.0
9.0,9.0,0.179448,0.2445,5.376e-11,254.0,353708.0
9.0,10.0,0.17959973,0.05142,4.949e-11,254.0,325614.0
9.0,8.0,0.1797633,0.002355,1.006e-11,253.0,66189.0
9.0,9.0,0.18038068,0.02992,1.032e-11,253.0,67899.0
9.0,10.0,0.18042123,0.2659,1.544e-10,252.0,1.015857e6
9.0,8.0,0.18050097,0.004175,3.143e-12,252.0,20679.0
9.0,9.0,0.18067639,0.04675,2.01e-11,252.0,132246.0
9.0,8.0,0.18077253,0.02929,3.196e-11,252.0,210277.0
9.0,9.0,0.18081308,0.002125,2.512e-11,252.0,165274.0
9.0,8.0,0.18094202,0.0007467,6.544e-11,252.0,430555.0
9.0,10.0,0.18114797,0.04951,1.119e-10,251.0,736233.0
9.0,8.0,0.18128056,6.054e-5,7.937e-12,251.0,52221.0
9.0,10.0,0.18132475,0.01714,3.984e-12,251.0,26212.0
9.0,9.0,0.18155758,0.001934,4.261e-11,251.0,280348.0
9.0,10.0,0.18156396,0.1437,4.297e-11,251.0,282716.0
9.0,9.0,0.18183688,0.09431,2.714e-11,251.0,178565.0
9.0,8.0,0.18207609,0.004997,7.225e-12,250.0,47536.0
9.0,9.0,0.18232031,0.03266,2.994e-11,250.0,196987.0
9.0,9.0,0.18238911,0.0009338,8.38e-11,250.0,551353.0
9.0,10.0,0.1825504,0.04647,3.04e-11,250.0,200013.0
9.0,8.0,0.18264016,0.01303,7.72e-12,249.0,50793.0
9.0,10.0,0.18272036,0.01071,5.566e-11,249.0,366209.0
9.0,9.0,0.18297004,0.00554,1.778e-11,249.0,116981.0
9.0,8.0,0.18326393,0.0002859,6.128e-12,249.0,40318.0
9.0,8.0,0.18328853,0.002307,6.277e-12,249.0,41299.0
9.0,8.0,0.18344162,0.003945,2.993e-11,248.0,196921.0
9.0,9.0,0.18364392,0.03282,2.045e-11,248.0,134548.0
9.0,9.0,0.18398656,0.1303,8.219e-11,248.0,540760.0
9.0,10.0,0.18399567,0.03031,1.806e-11,248.0,118824.0
9.0,8.0,0.18400661,0.05714,1.412e-11,248.0,92901.0
9.0,8.0,0.1845315,0.007929,3.117e-11,247.0,205079.0
9.0,9.0,0.18461442,0.0644,2.83e-11,247.0,186197.0
9.0,10.0,0.18465406,0.004068,4.405e-11,247.0,289822.0
9.0,8.0,0.1848714,0.02043,1.033e-11,246.0,67965.0
9.0,9.0,0.18501857,1.951e-6,4.858e-11,246.0,319627.0
9.0,8.0,0.18507279,0.007292,2.51e-11,246.0,165143.0
9.0,10.0,0.18508008,0.05875,1.26e-11,246.0,82900.0
9.0,9.0,0.18531382,0.01676,2.564e-11,246.0,168695.0
9.0,10.0,0.18554847,0.01425,2.038e-11,245.0,134088.0
9.0,9.0,0.18572571,0.01856,1.157e-11,245.0,76123.0
9.0,8.0,0.18580043,0.03097,8.872e-12,245.0,58372.0
9.0,10.0,0.18580818,8.605e-8,1.185e-11,245.0,77966.0
9.0,10.0,0.18599453,0.1496,6.499e-11,245.0,427594.0
9.0,9.0,0.18630573,0.1179,8.899e-11,244.0,585500.0
9.0,8.0,0.1863112,0.02877,4.242e-11,244.0,279098.0
9.0,8.0,0.18656726,0.0001338,3.428e-12,244.0,22554.0
9.0,8.0,0.18710628,0.02568,1.268e-11,243.0,83427.0
9.0,9.0,0.1871122,0.01295,1.542e-11,243.0,101454.0
9.0,8.0,0.18718601,0.008452,2.457e-11,243.0,161656.0
9.0,10.0,0.18729263,0.00349,4.121e-11,243.0,271136.0
9.0,10.0,0.18735733,0.04098,4.425e-11,243.0,291138.0
9.0,10.0,0.18751589,0.03294,9.344e-12,243.0,61478.0
9.0,9.0,0.18757512,0.0002896,9.956e-12,243.0,65504.0
9.0,8.0,0.18768037,0.01403,2.12e-11,243.0,139483.0
9.0,9.0,0.18771637,0.01077,3.097e-11,243.0,203764.0
9.0,8.0,0.18802347,0.008826,1.952e-11,242.0,128430.0
9.0,9.0,0.18803303,0.002034,6.878e-12,242.0,45253.0
9.0,8.0,0.18824262,0.01681,1.47e-11,242.0,96717.0
9.0,10.0,0.18826541,0.0046,2.639e-11,242.0,173630.0
9.0,9.0,0.18848502,0.01343,9.674e-12,242.0,63649.0
9.0,10.0,0.18878255,0.008851,3.697e-11,241.0,243240.0
9.0,9.0,0.18882219,0.01592,2.745e-11,241.0,180604.0
9.0,8.0,0.18890967,0.0007016,9.425e-12,241.0,62011.0
9.0,8.0,0.18908828,0.02125,1.012e-11,241.0,66583.0
9.0,9.0,0.1891466,0.001229,6.328e-12,241.0,41634.0
9.0,10.0,0.18920401,0.02531,2.582e-11,241.0,169880.0
9.0,8.0,0.18951521,3.354e-5,1.027e-11,240.0,67570.0
9.0,9.0,0.18953161,0.008025,1.295e-11,240.0,85203.0
9.0,10.0,0.18973072,0.00104,6.669e-11,240.0,438779.0
9.0,8.0,0.18993393,0.0031,2.554e-11,240.0,168038.0
9.0,8.0,0.19006789,0.0009504,6.355e-12,240.0,41812.0
9.0,10.0,0.19018225,0.1822,6.451e-11,240.0,424436.0
9.0,9.0,0.19030163,0.01943,1.835e-11,239.0,120732.0
9.0,9.0,0.19039184,0.03019,3.106e-11,239.0,204356.0
9.0,8.0,0.1905135,0.02263,1.878e-11,239.0,123561.0
9.0,9.0,0.19068709,0.01868,1.401e-11,239.0,92177.0
9.0,8.0,0.19071671,0.03141,1.591e-11,239.0,104678.0
9.0,10.0,0.19078916,0.08097,2.851e-11,239.0,187578.0
9.0,8.0,0.1909828,0.003337,2.58e-11,239.0,169748.0
9.0,10.0,0.19125755,0.01731,1.465e-11,238.0,96388.0
9.0,8.0,0.19136644,0.003148,8.062e-12,238.0,53043.0
9.0,9.0,0.19145757,0.01309,2.893e-11,238.0,190342.0
9.0,10.0,0.19153457,0.009327,4.177e-11,238.0,274821.0
9.0,9.0,0.19168356,0.06196,5.701e-11,238.0,375091.0
9.0,8.0,0.19176512,0.003702,1.077e-11,238.0,70860.0
9.0,8.0,0.19205627,0.00123,1.791e-11,237.0,117837.0
9.0,8.0,0.19207996,0.0004278,1.881e-11,237.0,123758.0
9.0,9.0,0.19225402,0.06112,5.276e-11,237.0,347128.0
9.0,10.0,0.19228226,0.05377,1.998e-11,237.0,131456.0
9.0,10.0,0.19247955,0.008889,2.117e-11,237.0,139286.0
9.0,9.0,0.1925438,0.1271,5.827e-11,237.0,383381.0
9.0,9.0,0.1928796,0.04216,1.996e-11,236.0,131325.0
9.0,10.0,0.19297437,0.04526,8.009e-11,236.0,526943.0
9.0,8.0,0.19300763,0.000408,1.33e-11,236.0,87506.0
9.0,9.0,0.19310833,0.008244,2.903e-11,236.0,191000.0
9.0,9.0,0.1932195,0.01639,1.825e-11,236.0,120074.0
9.0,10.0,0.19324319,0.03603,7.765e-11,236.0,510889.0
9.0,8.0,0.19384144,0.000711,1.451e-11,235.0,95467.0
9.0,9.0,0.19392528,0.0002601,1.785e-11,235.0,117442.0
9.0,8.0,0.19397767,0.001537,1.838e-11,235.0,120929.0
9.0,10.0,0.19414899,0.02304,2.703e-11,235.0,177841.0
9.0,8.0,0.19431074,0.003533,3.589e-11,234.0,236134.0
9.0,10.0,0.19442146,0.0004705,8.783e-12,234.0,57787.0
9.0,8.0,0.19450393,0.005283,8.573e-12,234.0,56405.0
9.0,8.0,0.19483517,0.00292,9.973e-12,234.0,65616.0
9.0,9.0,0.19485203,0.003115,2.267e-11,234.0,149155.0
9.0,8.0,0.19505388,8.22e-5,3.394e-11,234.0,223304.0
9.0,10.0,0.19516004,0.005843,7.23e-11,233.0,475690.0
9.0,9.0,0.19518373,0.02644,1.913e-11,233.0,125864.0
9.0,8.0,0.19547078,4.751e-7,1.225e-11,233.0,80597.0
9.0,9.0,0.19547215,0.02042,1.853e-11,233.0,121916.0
9.0,10.0,0.19554004,0.0001,1.782e-11,233.0,117245.0
9.0,9.0,0.19557284,0.03124,3.816e-11,233.0,251069.0
9.0,8.0,0.19559836,5.727e-5,9.711e-12,233.0,63892.0
9.0,10.0,0.19579656,0.003181,2.407e-12,233.0,15837.0
9.0,8.0,0.19606356,0.001802,5.145e-11,232.0,338509.0
9.0,9.0,0.19606356,0.03747,5.145e-11,232.0,338509.0
9.0,8.0,0.19629502,0.001226,1.281e-11,232.0,84282.0
9.0,10.0,0.19634195,0.005047,1.062e-11,232.0,69873.0
9.0,9.0,0.19635198,3.192e-7,1.366e-11,232.0,89874.0
9.0,8.0,0.19660895,0.005207,8.584e-12,232.0,56477.0
9.0,9.0,0.19668231,0.001138,2.533e-11,232.0,166656.0
9.0,10.0,0.19671557,0.009617,1.627e-11,232.0,107047.0
9.0,9.0,0.19693382,0.01841,1.042e-11,231.0,68557.0
9.0,8.0,0.19717075,1.181e-5,1.474e-11,231.0,96980.0
9.0,9.0,0.19757808,0.2584,1.016e-10,231.0,668466.0
9.0,8.0,0.19771614,0.0008891,5.109e-12,230.0,33614.0
9.0,10.0,0.19788017,0.002853,1.302e-11,230.0,85664.0
9.0,8.0,0.1980123,0.0004366,1.268e-11,230.0,83427.0
9.0,9.0,0.19803463,0.04238,2.529e-11,230.0,166393.0
9.0,10.0,0.1981941,0.006429,4.531e-11,230.0,298112.0
9.0,8.0,0.19822189,0.0002754,1.476e-11,230.0,97112.0
9.0,9.0,0.19841645,0.0001012,1.249e-11,230.0,82177.0
9.0,10.0,0.19853901,0.05727,4.283e-11,229.0,281795.0
9.0,9.0,0.19863105,0.02817,1.918e-11,229.0,126193.0
9.0,8.0,0.1986511,0.0004831,2.105e-11,229.0,138496.0
9.0,8.0,0.19889623,0.00456,3.121e-11,229.0,205343.0
9.0,9.0,0.1989828,0.01529,5.852e-11,229.0,385026.0
9.0,10.0,0.19922702,0.001956,1.126e-11,229.0,74084.0
9.0,9.0,0.19925481,0.007746,2.532e-11,229.0,166590.0
9.0,8.0,0.199258,0.0002217,6.907e-12,229.0,45444.0
9.0,10.0,0.19939788,0.002188,5.376e-11,228.0,353708.0
9.0,8.0,0.19940153,9.198e-6,1.483e-11,228.0,97572.0
9.0,8.0,0.19961294,0.0001734,2.395e-11,228.0,157576.0
9.0,9.0,0.19968675,4.998e-6,2.374e-11,228.0,156195.0
9.0,9.0,0.1999902,0.01226,5.452e-11,228.0,358708.0
9.0,10.0,0.20004488,0.01028,2.225e-11,228.0,146391.0
9.0,8.0,0.2001392,8.029e-5,3.891e-11,228.0,256004.0
9.0,8.0,0.20015104,0.000509,1.426e-11,228.0,93822.0
9.0,9.0,0.20028363,0.007907,1.946e-11,227.0,128035.0
9.0,9.0,0.20043399,0.001172,4.003e-11,227.0,263373.0
9.0,8.0,0.20057569,0.0005753,6.043e-11,227.0,397592.0
9.0,10.0,0.20075977,0.003496,0.0,227.0,0.0
9.0,9.0,0.20080077,0.009613,0.0,227.0,0.0
9.0,8.0,0.20110605,0.001396,0.0,227.0,0.0
9.0,8.0,0.20131928,0.00152,0.0,226.0,0.0
9.0,9.0,0.2013243,0.0006369,0.0,226.0,0.0
9.0,10.0,0.20139446,0.0004088,0.0,226.0,0.0
9.0,9.0,0.20165417,0.01303,0.0,226.0,0.0
9.0,10.0,0.20169199,0.02193,0.0,226.0,0.0
9.0,8.0,0.20176034,0.0001699,0.0,226.0,0.0
9.0,10.0,0.20195444,0.001902,0.0,226.0,0.0
9.0,9.0,0.20196082,5.481e-5,0.0,226.0,0.0
9.0,8.0,0.20216448,0.0002444,0.0,225.0,0.0
9.0,10.0,0.20223921,0.03275,0.0,225.0,0.0
9.0,8.0,0.20229935,0.000652,0.0,225.0,0.0
9.0,8.0,0.20244789,0.001899,0.0,225.0,0.0
9.0,10.0,0.20245609,0.02688,0.0,225.0,0.0
9.0,9.0,0.20266067,0.003938,0.0,225.0,0.0
9.0,9.0,0.20271079,0.001739,0.0,225.0,0.0
9.0,10.0,0.20297323,5.464e-5,0.0,224.0,0.0
9.0,8.0,0.20300695,0.002712,0.0,224.0,0.0
9.0,8.0,0.20308668,0.001312,0.0,224.0,0.0
9.0,10.0,0.20320606,0.006767,0.0,224.0,0.0
9.0,8.0,0.20331632,0.003706,0.0,224.0,0.0
9.0,9.0,0.20333546,0.0002731,0.0,224.0,0.0
9.0,9.0,0.20336872,5.554e-6,0.0,224.0,0.0
9.0,9.0,0.20379291,0.01468,0.0,224.0,0.0
9.0,8.0,0.2038198,0.0004685,0.0,223.0,0.0
9.0,10.0,0.2040909,0.0001219,0.0,223.0,0.0
9.0,9.0,0.20409591,1.922e-5,0.0,223.0,0.0
9.0,10.0,0.20423716,0.005787,0.0,223.0,0.0
9.0,8.0,0.2042531,0.001022,0.0,223.0,0.0
9.0,9.0,0.20439891,0.0004641,0.0,223.0,0.0
9.0,8.0,0.204516,3.866e-5,0.0,223.0,0.0
9.0,10.0,0.20469051,0.003737,0.0,223.0,0.0
9.0,9.0,0.20474473,0.01817,0.0,222.0,0.0
9.0,8.0,0.20490967,0.000121,0.0,222.0,0.0
9.0,10.0,0.20497574,0.02611,0.0,222.0,0.0
9.0,9.0,0.2050049,0.0006037,0.0,222.0,0.0
9.0,9.0,0.20519718,0.004555,0.0,222.0,0.0
9.0,10.0,0.20532612,0.01305,0.0,222.0,0.0
9.0,8.0,0.20535984,0.0005109,0.0,222.0,0.0
9.0,8.0,0.20540312,0.0003652,0.0,222.0,0.0
9.0,9.0,0.20555849,0.002308,0.0,222.0,0.0
9.0,8.0,0.20571705,4.549e-6,0.0,221.0,0.0
9.0,10.0,0.20582139,2.364e-6,0.0,221.0,0.0
9.0,9.0,0.20588791,0.008028,0.0,221.0,0.0
9.0,10.0,0.20622599,0.0008842,0.0,221.0,0.0
9.0,8.0,0.20625652,0.0003234,0.0,221.0,0.0
9.0,9.0,0.20637726,0.003494,0.0,221.0,0.0
9.0,8.0,0.20657364,9.827e-6,0.0,221.0,0.0
9.0,9.0,0.20674314,0.01273,0.0,220.0,0.0
9.0,8.0,0.20686069,0.001906,0.0,220.0,0.0
9.0,10.0,0.20701105,9.817e-5,0.0,220.0,0.0
9.0,8.0,0.20711858,0.0001957,0.0,220.0,0.0
9.0,8.0,0.20725345,0.00266,0.0,220.0,0.0
9.0,9.0,0.20731086,0.001963,0.0,220.0,0.0
9.0,10.0,0.20737373,0.02248,0.0,220.0,0.0
9.0,8.0,0.20743889,8.237e-6,0.0,220.0,0.0
9.0,9.0,0.2076544,0.0009345,0.0,219.0,0.0
9.0,8.0,0.20777469,0.0004526,0.0,219.0,0.0
9.0,10.0,0.20787128,0.0003636,0.0,219.0,0.0
9.0,9.0,0.20800524,0.01548,0.0,219.0,0.0
9.0,10.0,0.20812644,7.284e-5,0.0,219.0,0.0
9.0,8.0,0.20819569,0.00112,0.0,219.0,0.0
9.0,9.0,0.20838205,0.007376,0.0,219.0,0.0
9.0,8.0,0.20838934,0.0001403,0.0,219.0,0.0
9.0,9.0,0.20845176,0.0006636,0.0,219.0,0.0
9.0,10.0,0.20846771,0.004364,0.0,219.0,0.0
9.0,8.0,0.20860576,7.842e-5,0.0,218.0,0.0
9.0,8.0,0.20871238,0.0002228,0.0,218.0,0.0
9.0,9.0,0.20887049,0.001448,0.0,218.0,0.0
9.0,8.0,0.2088837,0.001109,0.0,218.0,0.0
9.0,9.0,0.20900763,0.0007151,0.0,218.0,0.0
9.0,10.0,0.20908965,0.002939,0.0,218.0,0.0
9.0,9.0,0.20920674,0.001416,0.0,218.0,0.0
9.0,8.0,0.20922497,0.0008932,0.0,218.0,0.0
9.0,10.0,0.20943,0.007643,0.0,218.0,0.0
9.0,9.0,0.20967741,0.007743,0.0,217.0,0.0
9.0,10.0,0.209733,7.594e-5,0.0,217.0,0.0
9.0,8.0,0.20975214,0.0002408,0.0,217.0,0.0
9.0,9.0,0.209923,0.00244,0.0,217.0,0.0
9.0,9.0,0.21000365,0.01413,0.0,217.0,0.0
9.0,10.0,0.21002005,5.625e-9,0.0,217.0,0.0
9.0,8.0,0.2101417,1.704e-5,0.0,217.0,0.0
9.0,8.0,0.21027611,0.0001692,0.0,217.0,0.0
9.0,8.0,0.21043467,0.0001711,0.0,216.0,0.0
9.0,8.0,0.21060144,1.622e-5,0.0,216.0,0.0
9.0,10.0,0.21062968,0.01375,0.0,216.0,0.0
9.0,8.0,0.21068892,1.03e-5,0.0,216.0,0.0
9.0,9.0,0.21070441,0.0001512,0.0,216.0,0.0
9.0,9.0,0.21082059,6.863e-5,0.0,216.0,0.0
9.0,10.0,0.2108976,0.0002084,0.0,216.0,0.0
9.0,8.0,0.21102608,0.000186,0.0,216.0,0.0
9.0,10.0,0.211335,0.001121,0.0,216.0,0.0
9.0,9.0,0.2113751,0.001495,0.0,216.0,0.0
9.0,9.0,0.2114357,2.816e-5,0.0,215.0,0.0
9.0,8.0,0.21163709,0.0001146,0.0,215.0,0.0
9.0,8.0,0.21172867,0.0002102,0.0,215.0,0.0
9.0,9.0,0.21189771,0.0008775,0.0,215.0,0.0
9.0,9.0,0.21201617,0.002189,0.0,215.0,0.0
9.0,10.0,0.21202347,0.005736,0.0,215.0,0.0
9.0,8.0,0.21208042,3.392e-5,0.0,215.0,0.0
9.0,8.0,0.2122367,7.324e-9,0.0,215.0,0.0
9.0,8.0,0.21227771,0.0004948,0.0,215.0,0.0
9.0,9.0,0.21235061,0.01271,0.0,215.0,0.0
9.0,10.0,0.21246406,0.0191,0.0,214.0,0.0
9.0,9.0,0.21258207,0.004927,0.0,214.0,0.0
9.0,10.0,0.21258754,0.004037,0.0,214.0,0.0
9.0,8.0,0.21260257,0.0008581,0.0,214.0,0.0
9.0,9.0,0.21275065,0.002383,0.0,214.0,0.0
9.0,9.0,0.21295159,0.001092,0.0,214.0,0.0
9.0,8.0,0.21311926,0.004166,0.0,214.0,0.0
9.0,10.0,0.21324137,0.03338,0.0,214.0,0.0
9.0,9.0,0.21334024,0.003993,0.0,214.0,0.0
9.0,10.0,0.21334799,0.02119,0.0,214.0,0.0
9.0,9.0,0.21359494,0.01304,0.0,213.0,0.0
9.0,8.0,0.21365281,0.0003075,0.0,213.0,0.0
9.0,10.0,0.213656,0.0003577,0.0,213.0,0.0
9.0,8.0,0.21384417,0.0002463,0.0,213.0,0.0
9.0,8.0,0.21403508,0.000477,0.0,213.0,0.0
9.0,10.0,0.21410798,0.001231,0.0,213.0,0.0
9.0,9.0,0.21412667,0.0003672,0.0,213.0,0.0
9.0,8.0,0.21412758,0.001483,0.0,213.0,0.0
9.0,9.0,0.2142342,0.008353,0.0,213.0,0.0
9.0,8.0,0.21448844,0.001777,0.0,212.0,0.0
9.0,10.0,0.2144971,0.003276,0.0,212.0,0.0
9.0,10.0,0.21452033,0.007007,0.0,212.0,0.0
9.0,8.0,0.21476318,6.487e-5,0.0,212.0,0.0
9.0,9.0,0.21481923,0.0003262,0.0,212.0,0.0
9.0,9.0,0.21502608,0.0007828,0.0,212.0,0.0
9.0,8.0,0.21507757,3.655e-5,0.0,212.0,0.0
9.0,10.0,0.21533227,0.01838,0.0,212.0,0.0
9.0,9.0,0.21534913,0.004026,0.0,212.0,0.0
9.0,8.0,0.21557467,0.001732,0.0,211.0,0.0
9.0,8.0,0.21570224,0.002485,0.0,211.0,0.0
9.0,9.0,0.2157273,0.009862,0.0,211.0,0.0
9.0,8.0,0.21592368,0.0002789,0.0,211.0,0.0
9.0,10.0,0.21594783,0.002127,0.0,211.0,0.0
9.0,8.0,0.21609135,0.0003212,0.0,211.0,0.0
9.0,8.0,0.2161474,0.006711,0.0,211.0,0.0
9.0,10.0,0.21615651,0.01052,0.0,211.0,0.0
9.0,9.0,0.21625584,0.0004902,0.0,211.0,0.0
9.0,8.0,0.21628181,0.001499,0.0,211.0,0.0
9.0,10.0,0.2164144,0.01417,0.0,210.0,0.0
9.0,9.0,0.2164472,0.0003653,0.0,210.0,0.0
9.0,8.0,0.21655838,0.0007571,0.0,210.0,0.0
9.0,9.0,0.21665087,0.001588,0.0,210.0,0.0
9.0,10.0,0.21676387,0.004394,0.0,210.0,0.0
9.0,9.0,0.21714614,0.002059,0.0,210.0,0.0
9.0,8.0,0.21718988,0.0007747,0.0,210.0,0.0
9.0,9.0,0.21735938,0.0007446,0.0,210.0,0.0
9.0,8.0,0.21751521,0.001826,0.0,209.0,0.0
9.0,10.0,0.21753525,0.01417,0.0,209.0,0.0
9.0,9.0,0.21768242,0.0003131,0.0,209.0,0.0
9.0,10.0,0.21769063,0.01257,0.0,209.0,0.0
9.0,8.0,0.21776899,0.0008595,0.0,209.0,0.0
9.0,9.0,0.21791343,0.005695,0.0,209.0,0.0
9.0,8.0,0.21792573,0.001349,0.0,209.0,0.0
